id_da_questao,id_da_alternativa,codigo_erro,nome_erro
37487,135363,0414_Erro_2,Erro de operação/expressão
37487,135364,0414_Erro_2,Erro de operação/expressão
37487,135365,0414_Erro_2,Erro de operação/expressão
37490,135374,0414_Erro_3,Erro de interpretação multiplicativa
37490,135375,0414_Erro_3,Erro de interpretação multiplicativa
37490,135377,0414_Erro_3,Erro de interpretação multiplicativa
37493,135387,0414_Erro_3,Erro de interpretação multiplicativa
37493,135388,0414_Erro_3,Erro de interpretação multiplicativa
37493,135389,0414_Erro_3,Erro de interpretação multiplicativa
37495,135394,0414_Erro_3,Erro de interpretação multiplicativa
37495,135396,0414_Erro_3,Erro de interpretação multiplicativa
37495,135397,0414_Erro_3,Erro de interpretação multiplicativa
37500,135415,0414_Erro_1,Erro de cálculo inteiro
37500,135416,0414_Erro_1,Erro de cálculo inteiro
37500,135417,0414_Erro_1,Erro de cálculo inteiro
37502,135422,0414_Erro_1,Erro de cálculo inteiro
37502,135424,0414_Erro_1,Erro de cálculo inteiro
37502,135425,0414_Erro_1,Erro de cálculo inteiro
37503,135426,0414_Erro_1,Erro de cálculo inteiro
37503,135427,0414_Erro_1,Erro de cálculo inteiro
37503,135428,0414_Erro_1,Erro de cálculo inteiro
37504,135431,0414_Erro_1,Erro de cálculo inteiro
37504,135432,0414_Erro_1,Erro de cálculo inteiro
37504,135433,0414_Erro_1,Erro de cálculo inteiro
37505,135434,0414_Erro_1,Erro de cálculo inteiro
37505,135435,0414_Erro_1,Erro de cálculo inteiro
37505,135436,0414_Erro_1,Erro de cálculo inteiro
37510,135455,0414_Erro_1,Erro de cálculo inteiro
37510,135456,0414_Erro_1,Erro de cálculo inteiro
37510,135457,0414_Erro_1,Erro de cálculo inteiro
37511,135459,0414_Erro_1,Erro de cálculo inteiro
37511,135460,0414_Erro_1,Erro de cálculo inteiro
37511,135461,0414_Erro_1,Erro de cálculo inteiro
37513,135466,0414_Erro_1,Erro de cálculo inteiro
37513,135468,0414_Erro_1,Erro de cálculo inteiro
37513,135469,0414_Erro_1,Erro de cálculo inteiro
37516,135478,0414_Erro_1,Erro de cálculo inteiro
37516,135480,0414_Erro_1,Erro de cálculo inteiro
37516,135481,0414_Erro_1,Erro de cálculo inteiro
37517,135482,0414_Erro_1,Erro de cálculo inteiro
37517,135484,0414_Erro_1,Erro de cálculo inteiro
37517,135485,0414_Erro_1,Erro de cálculo inteiro
37519,135490,0414_Erro_1,Erro de cálculo inteiro
37519,135491,0414_Erro_1,Erro de cálculo inteiro
37519,135493,0414_Erro_1,Erro de cálculo inteiro
37520,135494,0414_Erro_3,Erro de interpretação multiplicativa
37520,135495,0414_Erro_3,Erro de interpretação multiplicativa
37520,135497,0414_Erro_3,Erro de interpretação multiplicativa
37521,135498,0414_Erro_3,Erro de interpretação multiplicativa
37521,135500,0414_Erro_3,Erro de interpretação multiplicativa
37521,135501,0414_Erro_3,Erro de interpretação multiplicativa
37522,135502,0414_Erro_3,Erro de interpretação multiplicativa
37522,135504,0414_Erro_3,Erro de interpretação multiplicativa
37522,135505,0414_Erro_3,Erro de interpretação multiplicativa
37526,135519,0414_Erro_1,Erro de cálculo inteiro
37526,135520,0414_Erro_1,Erro de cálculo inteiro
37526,135521,0414_Erro_1,Erro de cálculo inteiro
37531,135539,0414_Erro_1,Erro de cálculo inteiro
37531,135540,0414_Erro_1,Erro de cálculo inteiro
37531,135541,0414_Erro_1,Erro de cálculo inteiro
