id_da_questao,id_da_alternativa,codigo_erro,nome_erro
4754,17659,0504_Erro_3,Comparacao incorreta entre fracoes
4754,17660,0504_Erro_3,Comparacao incorreta entre fracoes
4754,17662,0504_Erro_3,Comparacao incorreta entre fracoes
4758,17675,0504_Erro_4x,Identificacao incorreta de equivalencia
4758,17676,0504_Erro_4x,Identificacao incorreta de equivalencia
4758,17678,0504_Erro_4x,Identificacao incorreta de equivalencia
36013,129466,0504_Erro_1,Representacao de parte do todo em quantidade
36013,129468,0504_Erro_1,Representacao de parte do todo em quantidade
36013,129469,0504_Erro_1,Representacao de parte do todo em quantidade
36014,129470,0504_Erro_1,Representacao de parte do todo em quantidade
36014,129472,0504_Erro_1,Representacao de parte do todo em quantidade
36014,129473,0504_Erro_1,Representacao de parte do todo em quantidade
36015,129474,0504_Erro_1,Representacao de parte do todo em quantidade
36015,129475,0504_Erro_1,Representacao de parte do todo em quantidade
36015,129477,0504_Erro_1,Representacao de parte do todo em quantidade
36018,129486,0504_Erro_1,Representacao de parte do todo em quantidade
36018,129487,0504_Erro_1,Representacao de parte do todo em quantidade
36018,129489,0504_Erro_1,Representacao de parte do todo em quantidade
36019,129490,0504_Erro_1,Representacao de parte do todo em quantidade
36019,129491,0504_Erro_1,Representacao de parte do todo em quantidade
36019,129493,0504_Erro_1,Representacao de parte do todo em quantidade
36020,129494,0504_Erro_2,Transformar parte total em fracao
36020,129496,0504_Erro_2,Transformar parte total em fracao
36020,129497,0504_Erro_2,Transformar parte total em fracao
36021,129499,0504_Erro_2,Transformar parte total em fracao
36021,129500,0504_Erro_2,Transformar parte total em fracao
36021,129501,0504_Erro_2,Transformar parte total em fracao
36022,129502,0504_Erro_1,Representacao de parte do todo em quantidade
36022,129503,0504_Erro_1,Representacao de parte do todo em quantidade
36022,129505,0504_Erro_1,Representacao de parte do todo em quantidade
36023,129506,0504_Erro_1,Representacao de parte do todo em quantidade
36023,129507,0504_Erro_1,Representacao de parte do todo em quantidade
36023,129509,0504_Erro_1,Representacao de parte do todo em quantidade
36024,129511,0504_Erro_1,Representacao de parte do todo em quantidade
36024,129512,0504_Erro_1,Representacao de parte do todo em quantidade
36024,129513,0504_Erro_1,Representacao de parte do todo em quantidade
36025,129514,0504_Erro_1,Representacao de parte do todo em quantidade
36025,129516,0504_Erro_1,Representacao de parte do todo em quantidade
36025,129517,0504_Erro_1,Representacao de parte do todo em quantidade
36026,129518,0504_Erro_1,Representacao de parte do todo em quantidade
36026,129519,0504_Erro_1,Representacao de parte do todo em quantidade
36026,129521,0504_Erro_1,Representacao de parte do todo em quantidade
36027,129522,0504_Erro_1,Representacao de parte do todo em quantidade
36027,129523,0504_Erro_1,Representacao de parte do todo em quantidade
36027,129524,0504_Erro_1,Representacao de parte do todo em quantidade
36028,129527,0504_Erro_2,Transformar parte total em fracao
36028,129528,0504_Erro_2,Transformar parte total em fracao
36028,129529,0504_Erro_2,Transformar parte total em fracao
36029,129530,0504_Erro_2,Transformar parte total em fracao
36029,129531,0504_Erro_2,Transformar parte total em fracao
36029,129532,0504_Erro_2,Transformar parte total em fracao
36031,129538,0504_Erro_2,Transformar parte total em fracao
36031,129539,0504_Erro_2,Transformar parte total em fracao
36031,129540,0504_Erro_2,Transformar parte total em fracao
36032,129542,0504_Erro_2,Transformar parte total em fracao
36032,129543,0504_Erro_2,Transformar parte total em fracao
36032,129544,0504_Erro_2,Transformar parte total em fracao
36033,129546,0504_Erro_1,Representacao de parte do todo em quantidade
36033,129547,0504_Erro_1,Representacao de parte do todo em quantidade
36033,129548,0504_Erro_1,Representacao de parte do todo em quantidade
36034,129551,0504_Erro_1,Representacao de parte do todo em quantidade
36034,129552,0504_Erro_1,Representacao de parte do todo em quantidade
36034,129553,0504_Erro_1,Representacao de parte do todo em quantidade
36035,129554,0504_Erro_1,Representacao de parte do todo em quantidade
36035,129555,0504_Erro_1,Representacao de parte do todo em quantidade
36035,129557,0504_Erro_1,Representacao de parte do todo em quantidade
36036,129558,0504_Erro_2,Transformar parte total em fracao
36036,129559,0504_Erro_2,Transformar parte total em fracao
36036,129561,0504_Erro_2,Transformar parte total em fracao
36037,129562,0504_Erro_2,Transformar parte total em fracao
36037,129564,0504_Erro_2,Transformar parte total em fracao
36037,129565,0504_Erro_2,Transformar parte total em fracao
