Id_da_questao;id_da_alternativa;codigo_erro;nome_erro
26310;94569;040910_Erro_3;Confundiu_parte_complemento
26310;94570;040910_Erro_2;Erro_cálculo_parte_simples
26310;94571;040910_Erro_2;Erro_cálculo_parte_simples
26311;94572;040910_Erro_2;Erro_cálculo_parte_simples
26311;94574;040910_Erro_2;Erro_cálculo_parte_simples
26311;164877;040910_Erro_2;Erro_cálculo_parte_simples
26314;94581;040910_Erro_2;Erro_cálculo_parte_simples
26314;94582;040910_Erro_2;Erro_cálculo_parte_simples
26314;94584;040910_Erro_2;Erro_cálculo_parte_simples
26316;94588;040910_Erro_1;Escolha_fração_percentual_inadequada
26316;94589;040910_Erro_1;Escolha_fração_percentual_inadequada
26316;211232;040910_Erro_1;Escolha_fração_percentual_inadequada
26317;94590;040910_Erro_2;Erro_cálculo_parte_simples
26317;94591;040910_Erro_2;Erro_cálculo_parte_simples
26317;94592;040910_Erro_2;Erro_cálculo_parte_simples
26320;94598;040910_Erro_2;Erro_cálculo_parte_simples
26320;94599;040910_Erro_2;Erro_cálculo_parte_simples
26320;94601;040910_Erro_2;Erro_cálculo_parte_simples
26604;95456;040910_Erro_2;Erro_cálculo_parte_simples
26604;95457;040910_Erro_2;Erro_cálculo_parte_simples
26604;95459;040910_Erro_2;Erro_cálculo_parte_simples
26609;95477;040910_Erro_1;Escolha_fração_percentual_inadequada
26609;95478;040910_Erro_1;Escolha_fração_percentual_inadequada
26609;193897;040910_Erro_1;Escolha_fração_percentual_inadequada
33616;120705;040910_Erro_2;Erro_cálculo_parte_simples
33616;120706;040910_Erro_2;Erro_cálculo_parte_simples
33616;120707;040910_Erro_2;Erro_cálculo_parte_simples
33618;120711;040910_Erro_2;Erro_cálculo_parte_simples
33618;120713;040910_Erro_2;Erro_cálculo_parte_simples
33618;120714;040910_Erro_2;Erro_cálculo_parte_simples
33619;120716;040910_Erro_2;Erro_cálculo_parte_simples
33619;120717;040910_Erro_2;Erro_cálculo_parte_simples
33619;120718;040910_Erro_2;Erro_cálculo_parte_simples
45451;154942;040910_Erro_3;Confundiu_parte_complemento
45451;154944;040910_Erro_2;Erro_cálculo_parte_simples
45451;154945;040910_Erro_2;Erro_cálculo_parte_simples
53066;185600;040910_Erro_2;Erro_cálculo_parte_simples
53066;185601;040910_Erro_2;Erro_cálculo_parte_simples
53066;185602;040910_Erro_2;Erro_cálculo_parte_simples
53141;185899;040910_Erro_2;Erro_cálculo_parte_simples
53141;185900;040910_Erro_2;Erro_cálculo_parte_simples
53141;185902;040910_Erro_3;Confundiu_parte_complemento
53150;185935;040910_Erro_2;Erro_cálculo_parte_simples
53150;185936;040910_Erro_2;Erro_cálculo_parte_simples
53150;185938;040910_Erro_2;Erro_cálculo_parte_simples
53154;185952;040910_Erro_3;Confundiu_parte_complemento
53154;185953;040910_Erro_2;Erro_cálculo_parte_simples
53154;185954;040910_Erro_2;Erro_cálculo_parte_simples
53157;185963;040910_Erro_2;Erro_cálculo_parte_simples
53157;185964;040910_Erro_2;Erro_cálculo_parte_simples
53157;185966;040910_Erro_2;Erro_cálculo_parte_simples
53158;185967;040910_Erro_2;Erro_cálculo_parte_simples
53158;185968;040910_Erro_2;Erro_cálculo_parte_simples
53158;185970;040910_Erro_2;Erro_cálculo_parte_simples
53159;185971;040910_Erro_3;Confundiu_parte_complemento
53159;185972;040910_Erro_3;Confundiu_parte_complemento
53159;185973;040910_Erro_2;Erro_cálculo_parte_simples
26327;94618;040910_Erro_2;Erro_cálculo_parte_simples
26327;94620;040910_Erro_2;Erro_cálculo_parte_simples
26327;94621;040910_Erro_2;Erro_cálculo_parte_simples
26329;94625;040910_Erro_1;Escolha_fração_percentual_inadequada
26329;94627;040910_Erro_1;Escolha_fração_percentual_inadequada
26329;193508;040910_Erro_1;Escolha_fração_percentual_inadequada
26331;94633;040910_Erro_2;Erro_cálculo_parte_simples
26331;94634;040910_Erro_2;Erro_cálculo_parte_simples
26331;94635;040910_Erro_3;Confundiu_parte_complemento
26332;94636;040910_Erro_2;Erro_cálculo_parte_simples
26332;94637;040910_Erro_2;Erro_cálculo_parte_simples
26332;94639;040910_Erro_2;Erro_cálculo_parte_simples
26333;94640;040910_Erro_2;Erro_cálculo_parte_simples
26333;94641;040910_Erro_2;Erro_cálculo_parte_simples
26333;94643;040910_Erro_3;Confundiu_parte_complemento
26335;94648;040910_Erro_3;Confundiu_parte_complemento
26335;94649;040910_Erro_2;Erro_cálculo_parte_simples
26335;94651;040910_Erro_3;Confundiu_parte_complemento
26336;94652;040910_Erro_2;Erro_cálculo_parte_simples
26336;94653;040910_Erro_2;Erro_cálculo_parte_simples
26336;94655;040910_Erro_2;Erro_cálculo_parte_simples
